     0   -5.000000E-01    5.666667E-01    5.666667E-01    0.000000E+00 
     1   -4.989990E-01    6.926270E-01    6.926270E-01    0.000000E+00 
     2   -4.979980E-01    7.997414E-01    7.997414E-01    0.000000E+00 
     3   -4.969970E-01    8.816639E-01    8.816639E-01    0.000000E+00 
     4   -4.959960E-01    9.368592E-01    9.368592E-01    0.000000E+00 
     5   -4.949950E-01    9.685366E-01    9.685366E-01    0.000000E+00 
     6   -4.939940E-01    9.841512E-01    9.841512E-01    0.000000E+00 
     7   -4.929930E-01    9.909265E-01    9.909265E-01    0.000000E+00 
     8   -4.919920E-01    9.934463E-01    9.934463E-01    0.000000E+00 
     9   -4.909910E-01    9.946988E-01    9.946988E-01    0.000000E+00 
    10   -4.896952E-01    9.967803E-01    9.953102E-01    2.462309E-04 
    11   -4.890117E-01    9.978121E-01    9.969679E-01   -1.276388E-04 
    12   -4.880392E-01    9.987315E-01    9.982613E-01   -1.031140E-04 
    13   -4.870184E-01    9.992665E-01    9.989973E-01   -5.520234E-05 
    14   -4.859670E-01    9.995714E-01    9.994104E-01   -1.148137E-05 
    15   -4.847325E-01    9.997043E-01    9.995938E-01    4.580743E-04 
    16   -4.839539E-01    9.997616E-01    9.996722E-01   -1.531709E-04 
    17   -4.830169E-01    9.998453E-01    9.997914E-01   -1.933496E-04 
    18   -4.820079E-01    9.999059E-01    9.998738E-01   -1.211850E-04 
    19   -4.809417E-01    9.999371E-01    9.999140E-01   -5.348119E-06 
    20   -4.798391E-01    9.999195E-01    9.998912E-01    4.304760E-04 
    21   -4.789136E-01    9.998903E-01    9.998479E-01   -3.269972E-05 
    22   -4.779687E-01    9.999168E-01    9.998855E-01   -2.009446E-04 
    23   -4.769756E-01    9.999485E-01    9.999295E-01   -1.551398E-04 
    24   -4.759297E-01    9.999632E-01    9.999490E-01    3.196552E-05 
    25   -4.749096E-01    9.999506E-01    9.999316E-01    2.422678E-04 
    26   -4.739092E-01    9.999367E-01    9.999119E-01    6.913767E-05 
    27   -4.729300E-01    9.999463E-01    9.999254E-01   -1.145928E-04 
    28   -4.719418E-01    9.999691E-01    9.999571E-01   -1.281204E-04 
    29   -4.709272E-01    9.999812E-01    9.999738E-01    3.569456E-05 
    30   -4.699342E-01    9.999806E-01    9.999730E-01    6.388006E-05 
    31   -4.689169E-01    9.999767E-01    9.999675E-01    7.604259E-05 
    32   -4.679128E-01    9.999738E-01    9.999635E-01    1.718615E-06 
    33   -4.669190E-01    9.999819E-01    9.999748E-01   -5.496188E-05 
    34   -4.659240E-01    9.999894E-01    9.999852E-01   -1.039101E-07 
    35   -4.649323E-01    9.999934E-01    9.999908E-01   -2.995037E-05 
    36   -4.639203E-01    9.999946E-01    9.999925E-01    4.211226E-05 
    37   -4.629098E-01    9.999892E-01    9.999850E-01    5.449952E-05 
    38   -4.619102E-01    9.999848E-01    9.999788E-01    1.825526E-05 
    39   -4.609166E-01    9.999865E-01    9.999812E-01   -2.236205E-05 
    40   -4.599214E-01    9.999931E-01    9.999904E-01   -5.007365E-05 
    41   -4.589176E-01    9.999975E-01    9.999965E-01    5.455834E-06 
    42   -4.579102E-01    9.999948E-01    9.999927E-01    5.286897E-05 
    43   -4.569080E-01    9.999892E-01    9.999849E-01    3.960094E-05 
    44   -4.559094E-01    9.999884E-01    9.999838E-01   -6.434587E-06 
    45   -4.549108E-01    9.999932E-01    9.999905E-01   -3.026021E-05 
    46   -4.539113E-01    9.999980E-01    9.999971E-01   -1.271313E-05 
    47   -4.529085E-01    9.999989E-01    9.999984E-01    2.502052E-05 
    48   -4.519061E-01    9.999969E-01    9.999956E-01    2.813740E-05 
    49   -4.509043E-01    9.999954E-01    9.999936E-01    1.394077E-05 
    50   -4.499036E-01    9.999963E-01    9.999949E-01   -8.047017E-07 
    51   -4.489042E-01    9.999990E-01    9.999986E-01   -1.222355E-05 
    52   -4.479041E-01    1.000001E+00    1.000002E+00    1.347508E-06 
    53   -4.469024E-01    1.000001E+00    1.000002E+00    1.334035E-05 
    54   -4.459002E-01    1.000001E+00    1.000001E+00    1.783402E-05 
    55   -4.448988E-01    9.999994E-01    9.999991E-01    1.349208E-05 
    56   -4.438982E-01    9.999995E-01    9.999993E-01    1.816474E-06 
    57   -4.428982E-01    1.000001E+00    1.000001E+00   -5.473390E-06 
    58   -4.418975E-01    1.000002E+00    1.000003E+00    2.346519E-06 
    59   -4.408959E-01    1.000002E+00    1.000003E+00    1.275709E-05 
    60   -4.398945E-01    1.000002E+00    1.000002E+00    1.436685E-05 
    61   -4.388933E-01    1.000001E+00    1.000001E+00    1.021592E-05 
    62   -4.378925E-01    1.000001E+00    1.000002E+00    1.830059E-06 
    63   -4.368919E-01    1.000002E+00    1.000003E+00   -3.512862E-07 
    64   -4.358910E-01    1.000003E+00    1.000004E+00    6.509368E-06 
    65   -4.348899E-01    1.000003E+00    1.000004E+00    1.023631E-05 
    66   -4.338886E-01    1.000003E+00    1.000004E+00    1.070379E-05 
    67   -4.328875E-01    1.000002E+00    1.000003E+00    8.420441E-06 
    68   -4.318866E-01    1.000003E+00    1.000004E+00    4.476015E-06 
    69   -4.308858E-01    1.000003E+00    1.000005E+00    3.356661E-06 
    70   -4.298849E-01    1.000004E+00    1.000005E+00    6.489584E-06 
    71   -4.288838E-01    1.000004E+00    1.000005E+00    8.903198E-06 
    72   -4.278827E-01    1.000004E+00    1.000005E+00    9.522275E-06 
    73   -4.268816E-01    1.000003E+00    1.000005E+00    8.178950E-06 
    74   -4.258807E-01    1.000004E+00    1.000005E+00    5.735227E-06 
    75   -4.248798E-01    1.000004E+00    1.000006E+00    4.992999E-06 
    76   -4.238789E-01    1.000004E+00    1.000006E+00    7.016375E-06 
    77   -4.228778E-01    1.000004E+00    1.000006E+00    8.525079E-06 
    78   -4.218768E-01    1.000004E+00    1.000006E+00    8.786062E-06 
    79   -4.208757E-01    1.000004E+00    1.000006E+00    8.007571E-06 
    80   -4.198747E-01    1.000004E+00    1.000006E+00    6.707478E-06 
    81   -4.188738E-01    1.000004E+00    1.000006E+00    6.250227E-06 
    82   -4.178728E-01    1.000005E+00    1.000006E+00    7.374446E-06 
    83   -4.168718E-01    1.000005E+00    1.000006E+00    8.287091E-06 
    84   -4.158708E-01    1.000005E+00    1.000006E+00    8.480865E-06 
    85   -4.148698E-01    1.000005E+00    1.000006E+00    8.086770E-06 
    86   -4.138688E-01    1.000005E+00    1.000007E+00    7.373401E-06 
    87   -4.128678E-01    1.000005E+00    1.000007E+00    7.030829E-06 
    88   -4.118668E-01    1.000005E+00    1.000007E+00    7.653128E-06 
    89   -4.108658E-01    1.000005E+00    1.000007E+00    8.292336E-06 
    90   -4.098648E-01    1.000005E+00    1.000007E+00    8.433181E-06 
    91   -4.088638E-01    1.000005E+00    1.000007E+00    8.223160E-06 
    92   -4.078628E-01    1.000005E+00    1.000007E+00    7.829272E-06 
    93   -4.068618E-01    1.000005E+00    1.000007E+00    7.578713E-06 
    94   -4.058609E-01    1.000005E+00    1.000007E+00    7.928648E-06 
    95   -4.048599E-01    1.000005E+00    1.000007E+00    8.384690E-06 
    96   -4.038588E-01    1.000005E+00    1.000007E+00    8.467063E-06 
    97   -4.028578E-01    1.000005E+00    1.000007E+00    8.338929E-06 
    98   -4.018568E-01    1.000005E+00    1.000007E+00    8.113514E-06 
    99   -4.008559E-01    1.000005E+00    1.000008E+00    7.967826E-06 
   100   -3.998549E-01    1.000006E+00    1.000008E+00    8.224623E-06 
   101   -3.988539E-01    1.000006E+00    1.000008E+00    8.552409E-06 
   102   -3.978529E-01    1.000006E+00    1.000008E+00    8.630752E-06 
   103   -3.968519E-01    1.000006E+00    1.000008E+00    8.569996E-06 
   104   -3.958509E-01    1.000006E+00    1.000008E+00    8.425314E-06 
   105   -3.948499E-01    1.000006E+00    1.000008E+00    8.324396E-06 
   106   -3.938489E-01    1.000006E+00    1.000008E+00    8.486433E-06 
   107   -3.928479E-01    1.000006E+00    1.000008E+00    8.678716E-06 
   108   -3.918469E-01    1.000006E+00    1.000008E+00    8.655606E-06 
   109   -3.908459E-01    1.000006E+00    1.000009E+00    8.570751E-06 
   110   -3.898449E-01    1.000006E+00    1.000009E+00    8.453546E-06 
   111   -3.888439E-01    1.000006E+00    1.000009E+00    8.408909E-06 
   112   -3.878429E-01    1.000006E+00    1.000009E+00    8.603907E-06 
   113   -3.868419E-01    1.000007E+00    1.000009E+00    8.667495E-06 
   114   -3.858409E-01    1.000007E+00    1.000009E+00    8.631993E-06 
   115   -3.848399E-01    1.000007E+00    1.000010E+00    8.543273E-06 
   116   -3.838389E-01    1.000007E+00    1.000010E+00    8.445032E-06 
   117   -3.828379E-01    1.000007E+00    1.000010E+00    8.367240E-06 
   118   -3.818370E-01    1.000007E+00    1.000010E+00    8.317973E-06 
   119   -3.808360E-01    1.000008E+00    1.000011E+00    8.202085E-06 
